Titel;Namenszusatz;Name;Vorname;Geschlecht;Geburtsjahr;Beruf;Partei_KurzBez;Partei_Bez;Gewählt_Stimmenart;Gewählt_Land;Gewählt_Wahlkreis_Nr;Gewählt_Wahlkreis_Bez;Gewählt_Erststimmenanteil;Gewählt_Liste_Platz;Kandidierte-auch_Land;Kandidierte-auch_Wahlkreis_Nr;Kandidierte-auch_Liste_Platz;Wiedergewählt
;;Schäfer;Anita;w;1951;MdB / Angestellte;CDU;Christlich Demokratische Union Deutschlands;E;RP;210;Pirmasens;36,8;;RP;;3;X
;;Schäfer;Axel;m;1952;MdB;SPD;Sozialdemokratische Partei Deutschlands;E;NW;140;Bochum I;37,2;;NW;;59;X
;;Schäffler;Frank;m;1968;Dipl.-Betriebswirt;FDP;Freie Demokratische Partei;Z;NW;;;;9;NW;134;;
Dr.;;Schäuble;Wolfgang;m;1942;MdB / Bundesminister;CDU;Christlich Demokratische Union Deutschlands;E;BW;284;Offenburg;48,1;;BW;;1;X
;;Schauws;Ursula (Ulle);w;1966;Film- und Fernsehwissenschaftlerin;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;NW;;;;11;NW;114;;X
Dr.;;Scheer;Nina;w;1971;Juristin / Politikwissenschaftlerin / Musikerin;SPD;Sozialdemokratische Partei Deutschlands;Z;SH;;;;3;SH;10;;X
;;Scheuer;Andreas Franz;m;1974;MdB;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;229;Passau;47,5;;BY;;4;X
Dr.;;Schick;Gerhard;m;1972;MdB / Volkswirt;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;BW;;;;4;BW;275;;X
;;Schieder;Marianne;w;1962;MdB / Juristin;SPD;Sozialdemokratische Partei Deutschlands;Z;BY;;;;6;BY;234;;X
;;Schiefner;Udo;m;1959;MdB;SPD;Sozialdemokratische Partei Deutschlands;Z;NW;;;;11;NW;111;;X
;;Schielke-Ziesing;Ulrike;w;1969;Verwaltungsangestellte;AfD;Alternative für Deutschland;Z;MV;;;;3;MV;17;;
;;Schimke;Jana;w;1979;Dipl.-Politologin / Politikwissenschaftlerin;CDU;Christlich Demokratische Union Deutschlands;E;BB;62;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;30,7;;BB;;4;X
;;Schinnenburg;Wieland Albert Wilhelm;m;1958;Zahnarzt / Rechtsanwalt;FDP;Freie Demokratische Partei;Z;HH;;;;2;HH;22;;
;;Schipanski;Tankred;m;1976;MdB;CDU;Christlich Demokratische Union Deutschlands;E;TH;192;Gotha – Ilm-Kreis;29;;TH;;5;X
Dr.;;Schlund;Robby;m;1967;Arzt;AfD;Alternative für Deutschland;Z;TH;;;;4;TH;194;;
Dr.;;Schmid;Nils;m;1973;MdL;SPD;Sozialdemokratische Partei Deutschlands;Z;BW;;;;6;BW;262;;
;;Schmidt;Christian;m;1957;Bundesminister;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;243;Fürth;39,9;;BY;;6;X
;;Schmidt;Dagmar;w;1973;Historikerin;SPD;Sozialdemokratische Partei Deutschlands;Z;HE;;;;4;HE;172;;X
Dr.;;Schmidt;Frithjof;m;1953;Sozialwissenschaftler;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;NW;;;;6;NW;140;;X
;;Schmidt;Stefan;m;1981;wiss. Angestellter;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;BY;;;;10;BY;233;;
;;Schmidt;Ursula (Ulla);w;1949;Lehrerin für Sonderpädagogik;SPD;Sozialdemokratische Partei Deutschlands;Z;NW;;;;10;NW;87;;X
;;Schmidt;Uwe;m;1966;Hafenfacharbeiter;SPD;Sozialdemokratische Partei Deutschlands;E;HB;55;Bremen II – Bremerhaven;34;;HB;;2;
Prof. Dr.;;Schmidtke;Claudia;w;1966;Ärztin;CDU;Christlich Demokratische Union Deutschlands;E;SH;11;Lübeck;35,3;;SH;;9;
;;Schneider;Carsten;m;1976;Bankkaufmann;SPD;Sozialdemokratische Partei Deutschlands;Z;TH;;;;1;TH;193;;X
;;Schneider;Jörg;m;1964;Lehrer;AfD;Alternative für Deutschland;Z;NW;;;;5;NW;123;;
;;Schnieder;Patrick;m;1968;MdB / Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;RP;202;Bitburg;51,2;;RP;;1;X
;;Schön;Nadine;w;1983;MdB;CDU;Christlich Demokratische Union Deutschlands;E;SL;298;St. Wendel;41,8;;SL;;2;X
;;Schraps;Johannes;m;1983;wiss. Mitarbeiter Bundestag;SPD;Sozialdemokratische Partei Deutschlands;E;NI;46;Hameln-Pyrmont – Holzminden;39,1;;NI;;13;
;;Schreiber;Eva-Maria Elisabeth;w;1958;Ethnologin;DIE LINKE;DIE LINKE;Z;BY;;;;7;BY;221;;
;;Schreiner;Felix;m;1986;MdL;CDU;Christlich Demokratische Union Deutschlands;E;BW;288;Waldshut;41,9;;;;;
;;Schrodi;Michael;m;1977;Studienrat;SPD;Sozialdemokratische Partei Deutschlands;Z;BY;;;;17;BY;215;;
Dr.;;Schüle;Manja;w;1976;Angestellte;SPD;Sozialdemokratische Partei Deutschlands;E;BB;61;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;26,1;;BB;;3;
;;Schulte;Ursula;w;1952;MdB / Hausfrau;SPD;Sozialdemokratische Partei Deutschlands;Z;NW;;;;8;NW;126;;X
;;Schulz;Martin;m;1955;Buchhändler;SPD;Sozialdemokratische Partei Deutschlands;Z;NW;;;;1;;;;
;;Schulz;Ralph Jimmy;m;1968;Unternehmer;FDP;Freie Demokratische Partei;Z;BY;;;;4;BY;221;;
;;Schulz;Swen;m;1968;MdB;SPD;Sozialdemokratische Partei Deutschlands;E;BE;78;Berlin-Spandau – Charlottenburg Nord;32,1;;BE;;2;X
;;Schulz;Uwe;m;1961;ltd. Angestellter;AfD;Alternative für Deutschland;Z;HE;;;;3;HE;173;;
;;Schulz-Asche;Kordula Anna Paula;w;1956;Kommunikationswissenschaftlerin;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;HE;;;;3;HE;181;;X
Dr.;;Schulze;Klaus-Peter Friedrich Walter;m;1954;MdB / Dipl.-Lehrer;CDU;Christlich Demokratische Union Deutschlands;E;BB;64;Cottbus – Spree-Neiße;28,4;;BB;;6;X
;;Schummer;Uwe;m;1957;Groß- und Außenhandelskaufmann;CDU;Christlich Demokratische Union Deutschlands;E;NW;111;Viersen;47,9;;NW;;39;X
;;Schurer;Ewald;m;1954;MdB / Dipl.-Betriebswirt;SPD;Sozialdemokratische Partei Deutschlands;Z;BY;;;;5;BY;213;;X
;;Schuster;Armin;m;1961;MdB;CDU;Christlich Demokratische Union Deutschlands;E;BW;282;Lörrach – Müllheim;39,4;;;;;X
;;Schwabe;Frank;m;1970;MdB;SPD;Sozialdemokratische Partei Deutschlands;E;NW;121;Recklinghausen I;38,7;;NW;;54;X
;;Schwartze;Stefan;m;1974;MdB / Industriemechaniker;SPD;Sozialdemokratische Partei Deutschlands;E;NW;133;Herford – Minden-Lübbecke II;36,7;;NW;;35;X
;;Schwarz;Andreas;m;1965;MdB / Dipl.-Betriebswirt (FH);SPD;Sozialdemokratische Partei Deutschlands;Z;BY;;;;13;BY;236;;X
;;Schwarzelühr-Sutter;Rita;w;1962;MdB / parl. Staatssekretärin;SPD;Sozialdemokratische Partei Deutschlands;Z;BW;;;;3;BW;288;;X
;;Schweiger;Torsten;m;1968;Dipl.-Ingenieur;CDU;Christlich Demokratische Union Deutschlands;E;ST;74;Mansfeld;31;;ST;;8;
;;Seestern-Pauly;Matthias;m;1984;Gymnasiallehrer;FDP;Freie Demokratische Partei;Z;NI;;;;7;NI;38;;
;;Seif;Detlef;m;1962;MdB / Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;NW;92;Euskirchen – Rhein-Erft-Kreis II;42,8;;NW;;48;X
;;Seitz;Thomas;m;1967;Rechtsassessor;AfD;Alternative für Deutschland;Z;BW;;;;5;BW;283;;
;;Selle;Johannes;m;1956;Dipl.-Mathematiker;CDU;Christlich Demokratische Union Deutschlands;E;TH;191;Jena – Sömmerda – Weimarer Land I;29,2;;TH;;7;X
;;Sendker;Reinhold;m;1952;MdB / Studiendirektor a. D.;CDU;Christlich Demokratische Union Deutschlands;E;NW;130;Warendorf;46,4;;;;;X
;;Sensburg;Patrick Ernst Hermann;m;1971;MdB / Hochschullehrer;CDU;Christlich Demokratische Union Deutschlands;E;NW;147;Hochsauerlandkreis;48;;;;;X
;;Sichert;Martin Johannes;m;1980;Dipl.-Kaufmann;AfD;Alternative für Deutschland;Z;BY;;;;5;BY;244;;
;;Silberhorn;Thomas;m;1968;parl. Staatssekretär;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;236;Bamberg;42,1;;BY;;12;X
;;Simon;Björn Manuel;m;1981;Politikwissenschaftler;CDU;Christlich Demokratische Union Deutschlands;E;HE;185;Offenbach;36,4;;HE;;22;
;;Sitta;Frank;m;1978;Geschäftsführer;FDP;Freie Demokratische Partei;Z;ST;;;;1;ST;72;;
Dr.;;Sitte;Petra;w;1960;Dipl.-Ökonomin;DIE LINKE;DIE LINKE;Z;ST;;;;1;ST;72;;X
;;Skudelny;Judith;w;1975;Rechtsanwältin;FDP;Freie Demokratische Partei;Z;BW;;;;2;BW;258;;
Dr.;;Solms;Hermann Otto;m;1940;selbständig;FDP;Freie Demokratische Partei;Z;HE;;;;3;HE;173;;
;;Sommer;Evrim;w;1971;wiss. Mitarbeiterin;DIE LINKE;DIE LINKE;Z;BE;;;;5;;;;
;;Sorge;Tino;m;1975;MdB / Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;ST;69;Magdeburg;27,4;;ST;;3;X
;;Spahn;Jens;m;1980;MdB / Bankkaufmann;CDU;Christlich Demokratische Union Deutschlands;E;NW;124;Steinfurt I – Borken I;51,3;;;;;X
;;Spangenberg;Detlev;m;1944;Dipl.-Betriebswirt;AfD;Alternative für Deutschland;Z;SN;;;;4;SN;151;;
Dr.;;Spaniel;Dirk;m;1971;Dipl.-Ingenieur;AfD;Alternative für Deutschland;Z;BW;;;;10;BW;258;;
;;Spiering;Rainer;m;1956;MdB;SPD;Sozialdemokratische Partei Deutschlands;Z;NI;;;;9;NI;38;;X
;;Springer;René;m;1979;Angestellter;AfD;Alternative für Deutschland;Z;BB;;;;3;BB;61;;
;;Stadler;Svenja;w;1976;MdB / Senior-PR-Beraterin;SPD;Sozialdemokratische Partei Deutschlands;Z;NI;;;;8;NI;36;;X
;;Staffler;Katrin;w;1981;Biochemikerin (M. Sc.);CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;215;Fürstenfeldbruck;43,6;;BY;;19;
;;Stamm-Fibich;Martina;w;1965;MdB / Marketing- und Kommunikationsmanagerin;SPD;Sozialdemokratische Partei Deutschlands;Z;BY;;;;14;BY;242;;X
;;Stark-Watzinger;Bettina;w;1968;Dipl.-Volkswirtin;FDP;Freie Demokratische Partei;Z;HE;;;;4;HE;181;;
Dr.;;Steffel;Frank;m;1966;Dipl.-Kaufmann;CDU;Christlich Demokratische Union Deutschlands;E;BE;77;Berlin-Reinickendorf;36,8;;;;;X
;;Steffen;Sonja Amalie;w;1963;Rechtsanwältin;SPD;Sozialdemokratische Partei Deutschlands;Z;MV;;;;1;MV;15;;X
Dr.;;Stefinger;Wolfgang;m;1985;MdB / Betriebswirt;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;218;München-Ost;36,8;;;;;X
;;Stegemann;Albert;m;1976;MdB / Landwirtschaftsmeister;CDU;Christlich Demokratische Union Deutschlands;E;NI;31;Mittelems;53,6;;NI;;30;X
;;Steier;Andreas;m;1972;Dipl.-Ingenieur;CDU;Christlich Demokratische Union Deutschlands;E;RP;203;Trier;37,9;;RP;;10;
;;Stein;Jens Mathias;m;1970;Bautechniker;SPD;Sozialdemokratische Partei Deutschlands;E;SH;5;Kiel;31;;SH;;9;
;;Stein;Peter;m;1968;MdB;CDU;Christlich Demokratische Union Deutschlands;E;MV;14;Rostock – Landkreis Rostock II;29,5;;MV;;5;X
;;Steineke;Sebastian;m;1973;Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;BB;56;Prignitz – Ostprignitz-Ruppin – Havelland I;30,8;;BB;;7;X
;;Steiniger;Johannes;m;1987;MdB / Gymnasiallehrer;CDU;Christlich Demokratische Union Deutschlands;E;RP;208;Neustadt – Speyer;40;;RP;;13;X
;;Steinke;Kersten;w;1958;MdB / Agraringenieurin;DIE LINKE;DIE LINKE;Z;TH;;;;3;TH;189;;X
;Freiherr von;Stetten;Christian Alexander;m;1970;MdB / selbst. Kaufmann;CDU;Christlich Demokratische Union Deutschlands;E;BW;268;Schwäbisch Hall – Hohenlohe;40,5;;;;;X
;;Stier;Dieter;m;1964;MdB / Dipl.-Agraringenieur;CDU;Christlich Demokratische Union Deutschlands;E;ST;73;Burgenland – Saalekreis;33,6;;ST;;4;X
;von;Storch;Beatrix;w;1971;MdEP / Anwältin;AfD;Alternative für Deutschland;Z;BE;;;;1;BE;75;;
;;Storjohann;Gero;m;1958;MdB / Dipl.-Betriebswirt (FH);CDU;Christlich Demokratische Union Deutschlands;E;SH;8;Segeberg – Stormarn-Mitte;41,1;;SH;;4;X
;;Stracke;Stephan;m;1974;MdB;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;257;Ostallgäu;49,2;;;;;X
Dr.;;Strack-Zimmermann;Marie-Agnes;w;1958;selbst. Verlagsrepräsentantin;FDP;Freie Demokratische Partei;Z;NW;;;;2;NW;106;;
;;Straetmanns;Friedrich;m;1961;Richter;DIE LINKE;DIE LINKE;Z;NW;;;;12;NW;132;;
;;Strasser;Benjamin;m;1987;Rechtsanwalt;FDP;Freie Demokratische Partei;Z;BW;;;;8;BW;294;;
;;Straubinger;Max;m;1954;Versicherungskaufmann;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;230;Rottal-Inn;45;;BY;;13;X
;;Strengmann-Kuhn;Wolfgang;m;1964;Volkswirt;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;HE;;;;4;HE;185;;X
;;Strenz;Karin;w;1967;MdB;CDU;Christlich Demokratische Union Deutschlands;E;MV;13;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;30;;MV;;4;X
;;Stübgen;Michael;m;1959;MdB / Baufacharbeiter / Pfarrer;CDU;Christlich Demokratische Union Deutschlands;E;BB;65;Elbe-Elster – Oberspreewald-Lausitz II;29,5;;BB;;1;X
;;Stumpp;Margit;w;1963;Oberstudienrätin;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;BW;;;;13;BW;270;;
;;Suding;Katja Rita;w;1975;Kommunikationsberaterin;FDP;Freie Demokratische Partei;Z;HH;;;;1;HH;19;;
;;Tack;Kerstin;w;1968;MdB / Dipl.-Sozialpädagogin;SPD;Sozialdemokratische Partei Deutschlands;E;NI;41;Stadt Hannover I;35,6;;NI;;22;X
Dr.;;Tackmann;Kirsten;w;1960;MdB / Tierärztin;DIE LINKE;DIE LINKE;Z;BB;;;;1;BB;56;;X
;;Tatti;Jessica;w;1981;Sozialarbeiterin (B. A.);DIE LINKE;DIE LINKE;Z;BW;;;;5;BW;289;;
Dr.;;Tauber;Peter Michael;m;1974;MdB;CDU;Christlich Demokratische Union Deutschlands;E;HE;175;Main-Kinzig – Wetterau II – Schotten;36,4;;HE;;4;X
;;Tausend;Claudia;w;1964;MdB / Dipl.-Geografin;SPD;Sozialdemokratische Partei Deutschlands;Z;BY;;;;12;BY;218;;X
Dr.;;Tebroke;Hermann-Josef;m;1964;Landrat;CDU;Christlich Demokratische Union Deutschlands;E;NW;100;Rheinisch-Bergischer Kreis;40;;NW;;43;
;;Teuteberg;Linda;w;1981;Rechtsanwältin / Referentin im BMBF;FDP;Freie Demokratische Partei;Z;BB;;;;1;BB;61;;
;;Theurer;Michael;m;1967;MdEP;FDP;Freie Demokratische Partei;Z;BW;;;;1;BW;271;;
;;Thews;Michael;m;1964;Dipl.-Chemieingenieur;SPD;Sozialdemokratische Partei Deutschlands;E;NW;145;Hamm – Unna II;36,4;;NW;;61;X
;;Thies;Hans-Jürgen;m;1955;Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;NW;146;Soest;42,7;;NW;;49;
;;Thomae;Stephan;m;1968;Rechtsanwalt;FDP;Freie Demokratische Partei;Z;BY;;;;7;BY;256;;
;;Throm;Alexander;m;1968;Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;BW;267;Heilbronn;35,3;;;;;
Dr.;;Tiemann;Dietlind;w;1955;Oberbürgermeisterin;CDU;Christlich Demokratische Union Deutschlands;E;BB;60;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;31,8;;BB;;3;
;;Tillmann;Antje;w;1964;Dipl.-Finanzwirtin;CDU;Christlich Demokratische Union Deutschlands;E;TH;193;Erfurt – Weimar – Weimarer Land II;27,3;;TH;;2;X
;;Todtenhausen;Manfred;m;1950;Elektromeister;FDP;Freie Demokratische Partei;Z;NW;;;;16;NW;102;;
Dr.;;Toncar;Florian;m;1979;Rechtsanwalt;FDP;Freie Demokratische Partei;Z;BW;;;;5;BW;260;;
;;Töns;Markus;m;1964;Politologe;SPD;Sozialdemokratische Partei Deutschlands;E;NW;123;Gelsenkirchen;38,3;;NW;;48;
;;Tressel;Markus Stefan;m;1977;MdB;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;SL;;;;1;SL;297;;X
;;Trittin;Jürgen;m;1954;MdB / Bundesminister a. D.;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;NI;;;;2;NI;53;;X
;;Uhl;Markus Alexander;m;1979;Dipl.-Kaufmann;CDU;Christlich Demokratische Union Deutschlands;E;SL;299;Homburg;33,6;;SL;;4;X
Prof. Dr.;;Ullmann;Andrew;m;1963;Universitätsprofessor für Infektiologie;FDP;Freie Demokratische Partei;Z;BY;;;;12;BY;251;;
;;Ullrich;Gerald;m;1962;Ingenieur;FDP;Freie Demokratische Partei;Z;TH;;;;2;TH;196;;
Dr.;;Ullrich;Volker Michael;m;1975;MdB;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;252;Augsburg-Stadt;34,8;;BY;;25;X
;;Ulrich;Alexander;m;1971;MdB;DIE LINKE;DIE LINKE;Z;RP;;;;1;RP;209;;X
;;Vaatz;Arnold;m;1955;MdB;CDU;Christlich Demokratische Union Deutschlands;E;SN;160;Dresden II – Bautzen II;25,5;;SN;;2;X
;;Veith;Oswin;m;1961;MdB;CDU;Christlich Demokratische Union Deutschlands;E;HE;177;Wetterau I;36,4;;HE;;14;X
Dr.;;Verlinden;Julia Maria Kornelia;w;1979;MdB / Dipl.-Umweltwissenschaftlerin;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;NI;;;;1;NI;37;;X
;;Vieregge;Kerstin;w;1976;Betriebswirtin;CDU;Christlich Demokratische Union Deutschlands;E;NW;135;Lippe I;36,6;;NW;;18;
;;Vogel;Johannes;m;1982;Politikwissenschaftler;FDP;Freie Demokratische Partei;Z;NW;;;;5;NW;149;;
;;Vogel;Volkmar;m;1959;Dipl.-Ingenieur (FH);CDU;Christlich Demokratische Union Deutschlands;E;TH;194;Gera – Greiz – Altenburger Land;30,4;;TH;;3;X
;;Vogler;Kathrin;w;1963;MdB;DIE LINKE;DIE LINKE;Z;NW;;;;7;NW;128;;X
;;Vogt;Ute;w;1964;MdB / Rechtsanwältin;SPD;Sozialdemokratische Partei Deutschlands;Z;BW;;;;9;BW;258;;X
;;Vöpel;Dirk;m;1971;selbst. Kaufmann;SPD;Sozialdemokratische Partei Deutschlands;E;NW;117;Oberhausen – Wesel III;38,5;;NW;;62;X
;de;Vries;Christoph Bernhard;m;1974;Dipl.-Soziologe / ltd. Angestellter;CDU;Christlich Demokratische Union Deutschlands;Z;HH;;;;3;HH;18;;
;de;Vries;Kees;m;1955;MdB;CDU;Christlich Demokratische Union Deutschlands;E;ST;71;Anhalt;31,6;;ST;;2;X
Dr.;;Wadephul;Johann David;m;1963;MdB / Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;SH;4;Rendsburg-Eckernförde;42,7;;SH;;1;X
Dr.;;Wagenknecht;Sahra;w;1969;MdB;DIE LINKE;DIE LINKE;Z;NW;;;;1;NW;107;;X
;;Wagner;Andreas;m;1972;Heilerziehungspfleger;DIE LINKE;DIE LINKE;Z;BY;;;;6;BY;223;;
;;Wagner;Daniela;w;1957;Stadträtin a. D.;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;HE;;;;1;HE;186;;
;;Walter-Rosenheimer;Beate;w;1964;MdB / Dipl.-Psychologin;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;Z;BY;;;;5;BY;215;;X
;;Wanderwitz;Marco;m;1975;MdB / Rechtsanwalt;CDU;Christlich Demokratische Union Deutschlands;E;SN;163;Chemnitzer Umland – Erzgebirgskreis II;35,1;;;;;X
;;Weber;Gabi;w;1955;MdB / Keramikmalerin;SPD;Sozialdemokratische Partei Deutschlands;Z;RP;;;;7;RP;204;;X
;;Weeser;Sandra;w;1969;Vizepräsidentin SGD Nord;FDP;Freie Demokratische Partei;Z;RP;;;;2;RP;197;;
;;Wegner;Kai;m;1972;MdB / Versicherungskaufmann;CDU;Christlich Demokratische Union Deutschlands;Z;BE;;;;2;BE;78;;X
;;Weidel;Alice;w;1979;Beraterin von Start-Up-Unternehmen;AfD;Alternative für Deutschland;Z;BW;;;;1;BW;293;;
;;Weiler;Albert Helmut;m;1965;Dipl.-Verwaltungswirt / Betriebswirt;CDU;Christlich Demokratische Union Deutschlands;E;TH;195;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;30,9;;;;;X
;;Weinberg;Harald;m;1957;MdB / Soziologe;DIE LINKE;DIE LINKE;Z;BY;;;;4;BY;241;;X
;;Weinberg;Marcus;m;1967;MdB;CDU;Christlich Demokratische Union Deutschlands;Z;HH;;;;1;HH;19;;X
Dr.;;Weisgerber;Anja;w;1976;MdB / Rechtsanwältin;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;250;Schweinfurt;47,9;;BY;;10;X
;;Weiß;Peter Siegfried;m;1956;MdB;CDU;Christlich Demokratische Union Deutschlands;E;BW;283;Emmendingen – Lahr;37,6;;;;;X
;;Weiss;Sabine Katharina;w;1958;Rechtsanwältin;CDU;Christlich Demokratische Union Deutschlands;E;NW;113;Wesel I;39;;NW;;19;X
;;Wellenreuther;Ingo;m;1959;MdB / Vors. Richter am LG a. D.;CDU;Christlich Demokratische Union Deutschlands;E;BW;271;Karlsruhe-Stadt;28,5;;BW;;5;X
;;Wendt;Marian;m;1985;MdB;CDU;Christlich Demokratische Union Deutschlands;E;SN;151;Nordsachsen;32,8;;SN;;11;X
;;Werner;Katrin;w;1973;Kauffrau im Einzelhandel;DIE LINKE;DIE LINKE;Z;RP;;;;2;RP;203;;X
;;Westig;Nicole;w;1967;Fundraiserin;FDP;Freie Demokratische Partei;Z;NW;;;;12;NW;98;;
;;Westphal;Bernd Helmut;m;1960;MdB;SPD;Sozialdemokratische Partei Deutschlands;E;NI;48;Hildesheim;37,2;;NI;;17;X
Prof. Dr.;;Weyel;Harald;m;1959;Professor der Betriebswirtschaft;AfD;Alternative für Deutschland;Z;NW;;;;3;;;;
;;Whittaker;Kai;m;1985;MdB / Wirtschaftswissenschaftler (M. Sc.);CDU;Christlich Demokratische Union Deutschlands;E;BW;273;Rastatt;44,1;;;;;X
;;Widmann-Mauz;Annette;w;1966;MdB / parl. Staatssekretärin;CDU;Christlich Demokratische Union Deutschlands;E;BW;290;Tübingen;35,7;;BW;;2;X
;;Wiehle;Wolfgang;m;1964;IT-Berater / Dipl.-Informatiker;AfD;Alternative für Deutschland;Z;BY;;;;14;BY;219;;
;;Wiese;Dirk;m;1983;Jurist;SPD;Sozialdemokratische Partei Deutschlands;Z;NW;;;;13;NW;147;;X
;;Wiesmann;Bettina Margarethe;w;1966;Unternehmensberaterin;CDU;Christlich Demokratische Union Deutschlands;E;HE;183;Frankfurt am Main II;32,4;;HE;;9;
Dr.;;Wildberg;Heiko;m;1952;Dipl.-Geologe;AfD;Alternative für Deutschland;Z;RP;;;;2;RP;211;;
;;Willsch;Klaus-Peter;m;1961;Dipl.-Volkswirt;CDU;Christlich Demokratische Union Deutschlands;E;HE;178;Rheingau-Taunus – Limburg;41,8;;HE;;10;X
;;Winkelmeier-Becker;Elisabeth;w;1962;Richterin a. D.;CDU;Christlich Demokratische Union Deutschlands;E;NW;97;Rhein-Sieg-Kreis I;44,3;;NW;;2;X
Dr.;;Wirth;Christian Friedrich;m;1963;Rechtsanwalt;AfD;Alternative für Deutschland;Z;SL;;;;1;;;;
;;Witt;Uwe;m;1959;Dipl.-Personalwirt;AfD;Alternative für Deutschland;Z;NW;;;;13;;;;
;;Wittke;Oliver;m;1966;Dipl.-Geograph;CDU;Christlich Demokratische Union Deutschlands;Z;NW;;;;3;NW;123;;X
;;Yüksel;Gülistan;w;1962;MdB;SPD;Sozialdemokratische Partei Deutschlands;Z;NW;;;;12;NW;109;;X
;;Zdebel;Hubertus;m;1954;Journalist;DIE LINKE;DIE LINKE;Z;NW;;;;8;NW;129;;X
;;Zeulner;Emmi;w;1987;MdB;CSU;Christlich-Soziale Union in Bayern e.V.;E;BY;240;Kulmbach;55,4;;BY;;16;X
;;Ziegler;Dagmar;w;1960;Dipl.-Finanzökonomin;SPD;Sozialdemokratische Partei Deutschlands;Z;BB;;;;1;BB;56;;X
;;Ziemiak;Paul;m;1985;Angestellter / Student;CDU;Christlich Demokratische Union Deutschlands;Z;NW;;;;10;NW;141;;
;;Zierke;Stefan;m;1970;Werkzeugmacher / Touristikfachwirt;SPD;Sozialdemokratische Partei Deutschlands;Z;BB;;;;4;BB;57;;X
Prof. Dr.;;Zimmer;Matthias Rainer;m;1961;Hochschullehrer;CDU;Christlich Demokratische Union Deutschlands;E;HE;182;Frankfurt am Main I;30,5;;HE;;8;X
Dr.;;Zimmermann;Jens;m;1981;MdB;SPD;Sozialdemokratische Partei Deutschlands;Z;HE;;;;9;HE;187;;X
;;Zimmermann;Pia-Beate;w;1956;Mediengestalterin;DIE LINKE;DIE LINKE;Z;NI;;;;1;NI;51;;X
;;Zimmermann;Sabine;w;1960;MdB;DIE LINKE;DIE LINKE;Z;SN;;;;5;SN;165;;X
